relative_path,status,cx,cy,r,elapsed_ms
002/R/S1002R05.jpg,ok,144.60,186.60,40.80,12.5
002/L/S1002L06.jpg,ok,174.60,174.60,36.36,31.8
003/R/S1003R06.jpg,ok,178.20,174.60,38.88,11.8
003/R/S1003R02.jpg,ok,162.60,186.60,34.08,33.5
005/L/S1005L01.jpg,ok,167.40,135.00,45.48,12.0
003/R/S1003R01.jpg,ok,165.00,178.20,33.24,45.6
005/R/S1005R02.jpg,ok,144.60,168.60,46.32,14.0
005/R/S1005R03.jpg,ok,189.00,189.00,39.72,11.0
003/R/S1003R03.jpg,ok,189.00,192.60,29.52,45.6
003/R/S1003R04.jpg,ok,180.60,185.40,30.84,37.8
003/R/S1003R07.jpg,ok,150.60,173.40,36.60,41.8
004/R/S1004R02.jpg,ok,131.40,130.20,56.88,41.6
004/R/S1004R04.jpg,ok,156.60,167.40,56.52,45.6
006/R/S1006R03.jpg,ok,163.80,178.20,48.84,11.8
004/R/S1004R01.jpg,ok,162.60,144.60,60.60,49.6
004/R/S1004R03.jpg,ok,155.40,144.60,60.48,47.6
006/R/S1006R05.jpg,ok,144.60,183.00,49.92,11.8
006/R/S1006R01.jpg,ok,162.60,177.00,49.80,19.5
004/R/S1004R06.jpg,ok,165.00,135.00,53.28,47.6
007/L/S1007L01.jpg,ok,141.00,177.00,54.72,13.8
005/R/S1005R01.jpg,ok,178.20,172.20,43.20,57.6
004/R/S1004R05.jpg,ok,138.60,138.60,60.00,63.4
007/L/S1007L05.jpg,ok,156.60,186.60,53.16,11.8
002/R/S1002R06.jpg,ok,162.60,168.60,42.60,114.5
007/L/S1007L06.jpg,ok,150.60,159.00,51.00,13.8
005/R/S1005R06.jpg,ok,157.80,150.60,25.68,10.0
005/R/S1005R04.jpg,ok,166.20,184.20,43.32,55.3
003/R/S1003R05.jpg,ok,172.20,187.80,35.64,90.9
007/R/S1007R01.jpg,ok,160.20,150.60,53.64,9.8
005/R/S1005R05.jpg,ok,160.20,181.80,42.60,59.1
007/L/S1007L08.jpg,ok,150.60,150.60,48.36,19.8
007/R/S1007R06.jpg,ok,180.60,153.00,56.28,10.0
007/R/S1007R04.jpg,ok,156.60,156.60,60.12,19.5
007/R/S1007R07.jpg,ok,165.00,153.00,54.12,13.8
008/L/S1008L01.jpg,ok,154.20,172.20,42.00,7.8
005/R/S1005R07.jpg,ok,167.40,162.60,41.04,74.9
002/R/S1002R10.jpg,ok,144.60,186.60,37.56,138.5
007/L/S1007L02.jpg,ok,138.60,150.60,52.44,65.4
006/R/S1006R06.jpg,ok,154.20,165.00,46.08,19.8
006/R/S1006R07.jpg,ok,169.80,165.00,44.76,11.8
004/R/S1004R07.jpg,ok,168.60,150.60,56.04,108.9
008/L/S1008L04.jpg,ok,171.00,162.60,38.16,20.0
007/L/S1007L03.jpg,ok,144.60,174.60,54.00,67.4
007/R/S1007R03.jpg,ok,150.60,144.60,50.76,57.3
006/R/S1006R02.jpg,ok,162.60,186.60,48.60,63.1
006/R/S1006R04.jpg,ok,168.60,174.60,50.88,76.9
008/L/S1008L11.jpg,ok,159.00,167.40,39.60,11.8
007/L/S1007L10.jpg,ok,162.60,144.60,52.80,61.3
008/L/S1008L08.jpg,ok,135.00,149.40,37.20,23.8
007/L/S1007L04.jpg,ok,144.60,168.60,55.44,71.4
007/L/S1007L07.jpg,ok,136.20,168.60,55.44,67.4
007/L/S1007L09.jpg,ok,141.00,142.20,52.80,65.4
008/R/S1008R02.jpg,ok,184.20,142.20,29.16,6.0
008/R/S1008R01.jpg,ok,186.60,156.60,38.52,12.0
008/R/S1008R03.jpg,ok,162.60,174.60,39.36,11.8
008/R/S1008R05.jpg,ok,162.60,150.60,38.40,11.8
009/R/S1009R04.jpg,ok,162.60,150.60,41.40,8.0
007/R/S1007R02.jpg,ok,147.00,132.60,48.60,86.9
009/R/S1009R01.jpg,ok,162.60,155.40,38.04,11.8
007/R/S1007R05.jpg,ok,172.20,165.00,59.76,77.1
007/R/S1007R08.jpg,ok,163.80,165.00,24.84,75.1
008/L/S1008L09.jpg,ok,144.60,169.80,29.52,13.8
008/L/S1008L06.jpg,ok,159.00,174.60,26.40,16.0
007/R/S1007R10.jpg,ok,150.60,153.00,54.12,81.1
008/L/S1008L07.jpg,ok,144.60,161.40,40.44,63.1
010/R/S1010R04.jpg,ok,165.00,201.00,48.96,11.8
010/R/S1010R01.jpg,ok,154.20,178.20,44.64,11.8
008/L/S1008L10.jpg,ok,156.60,168.60,24.84,63.1
007/R/S1007R09.jpg,ok,155.40,160.20,55.56,96.9
010/R/S1010R05.jpg,ok,142.20,159.00,45.24,10.0
011/L/S1011L01.jpg,ok,180.60,160.20,41.04,13.8
008/R/S1008R08.jpg,ok,162.60,150.60,39.36,13.8
011/L/S1011L06.jpg,ok,150.60,150.60,38.16,7.8
008/R/S1008R06.jpg,ok,186.60,155.40,38.16,9.8
011/L/S1011L02.jpg,ok,150.60,151.80,26.40,10.0
011/L/S1011L03.jpg,ok,174.60,166.20,40.56,13.8
008/R/S1008R07.jpg,ok,172.20,160.20,44.16,59.1
008/R/S1008R04.jpg,ok,177.00,156.60,39.12,53.1
009/R/S1009R03.jpg,ok,148.20,191.40,39.36,47.3
009/R/S1009R02.jpg,ok,126.60,167.40,40.44,11.8
009/R/S1009R06.jpg,ok,168.60,186.60,38.76,49.3
011/L/S1011L07.jpg,ok,141.00,171.00,39.24,11.8
011/L/S1011L08.jpg,ok,150.60,149.40,40.44,10.0
009/R/S1009R05.jpg,ok,119.40,168.60,39.36,49.3
008/L/S1008L02.jpg,ok,186.60,159.00,38.40,114.2
011/R/S1011R07.jpg,ok,138.60,162.60,38.04,11.5
008/L/S1008L03.jpg,ok,150.60,162.60,37.80,118.2
009/R/S1009R08.jpg,ok,135.00,169.80,41.52,60.8
010/R/S1010R02.jpg,ok,156.60,180.60,42.36,58.8
008/L/S1008L05.jpg,ok,174.60,166.20,35.16,62.8
012/R/S1012R02.jpg,ok,138.60,168.60,43.08,14.0
010/R/S1010R03.jpg,ok,136.20,189.00,43.92,64.8
011/L/S1011L04.jpg,ok,138.60,168.60,39.84,49.1
011/L/S1011L09.jpg,ok,142.20,156.60,36.24,45.1
013/L/S1013L04.jpg,ok,132.60,162.60,33.48,9.8
013/L/S1013L03.jpg,ok,142.20,148.20,32.88,11.8
009/L/S1009L01.jpg,ok,163.80,175.80,45.84,100.4
011/R/S1011R05.jpg,ok,144.60,144.60,40.80,47.1
011/R/S1011R03.jpg,ok,154.20,161.40,41.40,47.1
013/L/S1013L06.jpg,ok,120.60,161.40,32.88,8.0
011/R/S1011R01.jpg,ok,144.60,144.60,40.44,58.8
011/R/S1011R04.jpg,ok,156.60,168.60,39.72,58.8
014/L/S1014L02.jpg,ok,149.40,157.80,42.48,11.8
014/L/S1014L05.jpg,ok,138.60,167.40,40.32,12.0
014/L/S1014L04.jpg,ok,186.60,168.60,43.92,10.0
011/R/S1011R08.jpg,ok,153.00,155.40,32.04,58.8
009/R/S1009R07.jpg,ok,120.60,185.40,41.28,115.9
011/R/S1011R06.jpg,ok,153.00,143.40,28.68,70.9
015/R/S1015R01.jpg,ok,137.40,180.60,37.32,10.0
014/L/S1014L07.jpg,ok,147.00,171.00,46.44,11.8
011/R/S1011R09.jpg,ok,156.60,143.40,38.64,67.4
015/R/S1015R02.jpg,ok,156.60,179.40,42.36,10.0
015/R/S1015R05.jpg,ok,132.60,173.40,40.20,9.8
016/L/S1016L01.jpg,ok,192.60,168.60,43.56,11.8
011/R/S1011R10.jpg,ok,167.40,160.20,39.36,77.1
012/R/S1012R01.jpg,ok,126.60,174.60,39.36,73.1
016/L/S1016L02.jpg,ok,138.60,157.80,46.92,9.8
017/R/S1017R01.jpg,ok,141.00,171.00,36.72,10.0
012/R/S1012R03.jpg,ok,156.60,173.40,39.48,81.1
012/R/S1012R05.jpg,ok,183.00,165.00,40.20,75.1
013/L/S1013L01.jpg,ok,129.00,165.00,32.28,72.8
011/L/S1011L05.jpg,ok,166.20,165.00,37.20,117.9
012/R/S1012R04.jpg,ok,162.60,143.40,39.72,15.8
017/R/S1017R05.jpg,ok,144.60,186.60,38.40,9.8
011/R/S1011R02.jpg,ok,172.20,155.40,37.92,102.1
013/L/S1013L02.jpg,ok,123.00,178.20,25.20,76.8
013/L/S1013L05.jpg,ok,124.20,168.60,33.24,14.0
014/L/S1014L06.jpg,ok,154.20,162.60,43.80,8.0
013/L/S1013L07.jpg,ok,148.20,162.60,35.76,11.8
012/R/S1012R06.jpg,ok,168.60,178.20,44.52,92.9
019/L/S1019L03.jpg,ok,156.60,186.60,53.40,12.0
019/L/S1019L02.jpg,ok,156.60,180.60,43.56,12.0
019/L/S1019L04.jpg,ok,150.60,192.60,56.88,10.0
014/L/S1014L01.jpg,ok,168.60,173.40,44.04,73.1
019/L/S1019L08.jpg,ok,150.60,192.60,39.84,8.0
014/L/S1014L03.jpg,ok,186.60,178.20,42.00,12.0
019/L/S1019L09.jpg,ok,162.60,171.00,45.72,8.0
019/L/S1019L10.jpg,ok,144.60,179.40,40.80,13.8
015/R/S1015R04.jpg,ok,153.00,184.20,40.08,65.3
019/R/S1019R01.jpg,ok,149.40,192.60,41.04,9.8
015/R/S1015R03.jpg,ok,143.40,162.60,41.88,67.3
017/R/S1017R03.jpg,ok,177.00,204.60,35.64,53.6
017/R/S1017R02.jpg,ok,168.60,192.60,36.48,65.3
016/L/S1016L04.jpg,ok,154.20,172.20,44.04,65.3
018/R/S1018R03.jpg,ok,160.20,193.80,24.72,9.0
017/R/S1017R04.jpg,ok,148.20,179.40,35.64,61.3
018/R/S1018R01.jpg,ok,157.80,208.20,33.24,55.3
019/L/S1019L01.jpg,ok,156.60,166.20,42.00,51.6
019/L/S1019L05.jpg,ok,153.00,192.60,48.24,49.6
019/R/S1019R09.jpg,ok,165.00,210.60,46.20,10.0
019/L/S1019L06.jpg,ok,168.60,190.20,49.80,53.3
018/R/S1018R02.jpg,ok,141.00,183.00,38.28,57.6
019/R/S1019R11.jpg,ok,168.60,180.60,42.84,11.8
019/R/S1019R13.jpg,ok,185.40,192.60,41.16,7.8
019/R/S1019R12.jpg,ok,166.20,166.20,43.08,11.8
019/L/S1019L07.jpg,ok,150.60,174.60,45.72,62.3
019/L/S1019L14.jpg,ok,153.00,173.40,49.32,11.8
019/R/S1019R19.jpg,ok,196.20,169.80,44.40,9.8
019/L/S1019L12.jpg,ok,150.60,186.60,49.92,55.1
019/R/S1019R04.jpg,ok,160.20,197.40,43.68,43.3
019/L/S1019L11.jpg,ok,162.60,180.60,42.84,57.1
019/R/S1019R02.jpg,ok,172.20,187.80,46.20,10.0
019/R/S1019R03.jpg,ok,196.20,199.80,40.56,53.3
019/L/S1019L13.jpg,ok,144.60,177.00,47.04,57.1
016/L/S1016L03.jpg,ok,180.60,186.60,44.52,55.3
019/R/S1019R07.jpg,ok,174.60,177.00,47.16,53.1
019/R/S1019R05.jpg,ok,192.60,198.60,42.24,55.1
019/R/S1019R08.jpg,ok,165.00,183.00,51.24,57.1
019/R/S1019R14.jpg,ok,174.60,186.60,44.40,41.3
020/R/S1020R03.jpg,ok,135.00,177.00,45.24,11.8
020/R/S1020R04.jpg,ok,136.20,178.20,44.28,11.8
019/R/S1019R10.jpg,ok,177.00,192.60,47.16,51.3
020/R/S1020R05.jpg,ok,138.60,174.60,39.12,8.0
021/L/S1021L01.jpg,ok,168.60,174.60,24.36,10.0
019/R/S1019R18.jpg,ok,172.20,168.60,45.84,47.6
019/R/S1019R16.jpg,ok,187.80,148.20,43.32,51.6
021/L/S1021L03.jpg,ok,161.40,162.60,39.36,10.0
019/R/S1019R17.jpg,ok,208.20,168.60,45.24,53.6
019/R/S1019R15.jpg,ok,159.00,186.60,49.68,59.6
021/R/S1021R01.jpg,ok,162.60,162.60,34.80,11.8
019/R/S1019R23.jpg,ok,151.80,192.60,42.96,51.6
019/R/S1019R20.jpg,ok,156.60,173.40,38.88,55.3
022/L/S1022L03.jpg,ok,179.40,195.00,28.92,6.0
022/L/S1022L02.jpg,ok,153.00,201.00,26.52,6.0
022/L/S1022L05.jpg,ok,173.40,201.00,29.04,6.0
017/R/S1017R06.jpg,ok,161.40,186.60,38.52,140.5
019/R/S1019R22.jpg,ok,145.80,167.40,43.92,7.8
019/R/S1019R24.jpg,ok,150.60,174.60,44.40,61.4
023/R/S1023R04.jpg,ok,131.40,183.00,30.36,5.8
023/R/S1023R03.jpg,ok,132.60,183.00,31.68,7.8
019/R/S1019R25.jpg,ok,186.60,184.20,42.00,63.4
019/R/S1019R26.jpg,ok,174.60,179.40,45.72,59.3
019/R/S1019R06.jpg,ok,177.00,213.00,39.36,106.7
020/L/S1020L01.jpg,ok,156.60,177.00,39.60,67.4
025/L/S1025L02.jpg,ok,168.60,162.60,35.40,9.8
020/R/S1020R02.jpg,ok,156.60,190.20,41.04,69.1
026/R/S1026R01.jpg,ok,183.00,162.60,31.68,5.8
021/L/S1021L04.jpg,ok,156.60,162.60,38.16,51.3
021/L/S1021L02.jpg,ok,162.60,156.60,42.84,61.3
026/R/S1026R03.jpg,ok,156.60,143.40,36.00,10.0
020/R/S1020R01.jpg,ok,165.00,171.00,38.04,77.1
019/R/S1019R21.jpg,ok,168.60,168.60,37.20,96.9
021/L/S1021L06.jpg,ok,159.00,160.20,43.20,55.3
022/L/S1022L04.jpg,ok,156.60,186.60,27.96,49.3
023/R/S1023R01.jpg,ok,165.00,147.00,31.08,51.3
021/R/S1021R02.jpg,ok,162.60,162.60,35.88,59.1
028/L/S1028L01.jpg,ok,186.60,156.60,53.64,10.0
023/R/S1023R02.jpg,ok,147.00,171.00,30.00,51.3
024/R/S1024R02.jpg,ok,174.60,168.60,40.68,45.3
028/L/S1028L04.jpg,ok,153.00,183.00,48.72,10.0
028/L/S1028L05.jpg,ok,174.60,177.00,52.56,11.8
025/L/S1025L01.jpg,ok,156.60,150.60,40.44,53.1
028/L/S1028L07.jpg,ok,172.20,160.20,52.56,11.8
025/L/S1025L03.jpg,ok,153.00,159.00,38.40,51.3
028/L/S1028L10.jpg,ok,178.20,144.60,50.64,12.0
025/L/S1025L04.jpg,ok,166.20,162.60,34.44,53.3
021/L/S1021L05.jpg,ok,167.40,153.00,34.08,92.6
025/L/S1025L05.jpg,ok,161.40,150.60,40.92,57.1
027/L/S1027L01.jpg,ok,173.40,186.60,39.48,47.3
027/L/S1027L02.jpg,ok,156.60,198.60,38.52,50.8
022/L/S1022L01.jpg,ok,180.60,144.60,31.44,92.1
027/L/S1027L04.jpg,ok,153.00,195.00,38.04,50.8
027/L/S1027L03.jpg,ok,168.60,180.60,40.80,52.8
028/R/S1028R07.jpg,ok,145.80,171.00,51.96,10.0
028/R/S1028R06.jpg,ok,126.60,168.60,44.52,13.5
028/R/S1028R09.jpg,ok,153.00,138.60,50.52,10.0
027/L/S1027L05.jpg,ok,173.40,184.20,40.08,60.8
028/L/S1028L02.jpg,ok,153.00,147.00,50.64,57.1
024/R/S1024R01.jpg,ok,168.60,144.60,41.76,94.4
023/R/S1023R05.jpg,ok,127.80,178.20,25.20,53.1
028/L/S1028L06.jpg,ok,174.60,165.00,52.80,53.1
029/L/S1029L03.jpg,ok,184.20,179.40,50.28,9.8
028/L/S1028L11.jpg,ok,166.20,159.00,49.20,49.1
028/L/S1028L08.jpg,ok,185.40,147.00,51.00,60.8
026/R/S1026R02.jpg,ok,156.60,138.60,37.56,96.4
028/R/S1028R02.jpg,ok,141.00,129.00,49.20,51.1
029/R/S1029R01.jpg,ok,142.20,167.40,48.72,11.8
028/L/S1028L12.jpg,ok,173.40,172.20,50.88,58.8
028/R/S1028R04.jpg,ok,130.20,165.00,47.76,45.1
028/R/S1028R08.jpg,ok,144.60,138.60,49.92,41.6
029/R/S1029R03.jpg,ok,159.00,153.00,50.52,7.8
029/R/S1029R04.jpg,ok,156.60,177.00,49.32,12.0
028/R/S1028R03.jpg,ok,150.60,153.00,47.88,60.8
029/R/S1029R05.jpg,ok,153.00,159.00,50.88,11.8
029/R/S1029R06.jpg,ok,177.00,169.80,52.08,11.8
029/R/S1029R08.jpg,ok,168.60,168.60,46.56,9.8
029/L/S1029L01.jpg,ok,195.00,184.20,48.96,49.3
028/R/S1028R10.jpg,ok,162.60,150.60,49.20,49.3
030/L/S1030L01.jpg,ok,159.00,165.00,50.04,9.8
028/L/S1028L03.jpg,ok,171.00,177.00,50.64,102.4
029/L/S1029L02.jpg,ok,185.40,161.40,42.72,53.3
030/L/S1030L03.jpg,ok,144.60,165.00,48.48,8.0
030/L/S1030L05.jpg,ok,162.60,162.60,49.32,11.8
029/L/S1029L04.jpg,ok,185.40,171.00,50.64,59.1
030/L/S1030L07.jpg,ok,150.60,159.00,48.84,9.8
029/L/S1029L05.jpg,ok,184.20,180.60,44.76,61.1
028/L/S1028L09.jpg,ok,183.00,132.60,50.76,102.4
029/L/S1029L06.jpg,ok,191.40,177.00,47.64,61.1
030/R/S1030R01.jpg,ok,138.60,144.60,44.40,8.0
030/L/S1030L10.jpg,ok,171.00,156.60,47.16,13.8
030/R/S1030R04.jpg,ok,141.00,153.00,40.08,11.8
030/R/S1030R03.jpg,ok,127.80,148.20,43.68,11.8
030/R/S1030R08.jpg,ok,147.00,159.00,53.52,8.0
030/R/S1030R07.jpg,ok,132.60,160.20,51.60,9.8
030/R/S1030R06.jpg,ok,124.20,159.00,46.92,11.8
029/L/S1029L07.jpg,ok,202.20,169.80,43.20,72.1
028/R/S1028R01.jpg,ok,144.60,141.00,50.16,117.2
029/L/S1029L09.jpg,ok,162.60,174.60,42.96,77.1
029/L/S1029L08.jpg,ok,189.00,162.60,44.04,81.1
029/L/S1029L10.jpg,ok,198.60,160.20,45.36,83.1
029/R/S1029R02.jpg,ok,156.60,174.60,47.88,81.1
028/R/S1028R05.jpg,ok,144.60,150.60,47.40,116.4
029/R/S1029R07.jpg,ok,168.60,179.40,51.12,73.4
032/L/S1032L05.jpg,ok,168.60,174.60,32.64,10.0
033/L/S1033L01.jpg,ok,168.60,168.60,37.92,8.0
029/R/S1029R09.jpg,ok,166.20,163.80,42.36,75.1
033/L/S1033L02.jpg,ok,174.60,180.60,36.12,9.8
029/R/S1029R10.jpg,ok,171.00,177.00,45.96,73.1
033/L/S1033L05.jpg,ok,168.60,154.20,26.40,8.0
030/L/S1030L02.jpg,ok,165.00,145.80,50.40,71.4
034/R/S1034R01.jpg,ok,177.00,179.40,39.48,9.8
030/L/S1030L08.jpg,ok,147.00,167.40,47.52,69.1
034/R/S1034R04.jpg,ok,173.40,155.40,38.52,9.8
030/L/S1030L09.jpg,ok,154.20,150.60,44.28,71.1
035/L/S1035L01.jpg,ok,156.60,174.60,61.80,11.8
035/L/S1035L03.jpg,ok,159.00,174.60,61.56,10.0
030/R/S1030R10.jpg,ok,151.80,168.60,49.92,55.6
030/R/S1030R09.jpg,ok,149.40,179.40,42.00,59.6
035/L/S1035L04.jpg,ok,162.60,186.60,55.32,11.8
031/L/S1031L01.jpg,ok,180.60,171.00,30.00,54.3
035/L/S1035L05.jpg,ok,161.40,178.20,63.24,11.8
032/L/S1032L01.jpg,ok,159.00,174.60,32.88,52.3
032/L/S1032L04.jpg,ok,162.60,156.60,38.04,57.3
033/L/S1033L04.jpg,ok,173.40,185.40,37.80,47.3
033/L/S1033L03.jpg,ok,171.00,154.20,26.76,47.3
032/L/S1032L03.jpg,ok,150.60,179.40,36.36,61.3
034/R/S1034R02.jpg,ok,174.60,156.60,37.80,43.3
030/L/S1030L04.jpg,ok,132.60,138.60,48.12,106.7
034/R/S1034R03.jpg,ok,180.60,180.60,39.84,43.3
036/L/S1036L08.jpg,ok,150.60,154.20,34.20,11.8
036/R/S1036R01.jpg,ok,179.40,167.40,36.36,12.0
036/R/S1036R02.jpg,ok,150.60,143.40,31.92,8.0
030/R/S1030R02.jpg,ok,150.60,183.00,47.88,106.7
034/R/S1034R05.jpg,ok,177.00,183.00,40.20,53.1
035/L/S1035L02.jpg,ok,159.00,186.60,56.64,51.1
030/L/S1030L06.jpg,ok,159.00,171.00,46.44,63.1
030/R/S1030R05.jpg,ok,157.80,154.20,45.24,104.6
036/R/S1036R10.jpg,ok,117.00,161.40,30.24,8.0
036/L/S1036L01.jpg,ok,162.60,174.60,27.48,53.3
031/L/S1031L02.jpg,ok,183.00,171.00,28.68,97.9
037/R/S1037R03.jpg,ok,143.40,150.60,43.20,10.0
036/L/S1036L04.jpg,ok,160.20,168.60,33.84,10.0
032/L/S1032L02.jpg,ok,148.20,179.40,36.96,100.9
036/L/S1036L02.jpg,ok,130.20,166.20,33.36,57.3
036/L/S1036L05.jpg,ok,150.60,180.60,24.84,51.6
038/L/S1038L03.jpg,ok,150.60,166.20,37.08,8.0
038/L/S1038L04.jpg,ok,192.60,168.60,38.40,8.0
036/L/S1036L06.jpg,ok,154.20,179.40,32.76,57.6
039/L/S1039L04.jpg,ok,150.60,144.60,27.36,11.8
039/L/S1039L05.jpg,ok,138.60,162.60,44.16,11.8
036/L/S1036L07.jpg,ok,160.20,178.20,33.96,63.3
036/L/S1036L09.jpg,ok,136.20,162.60,33.36,61.3
040/L/S1040L01.jpg,ok,190.20,175.80,64.08,11.8
040/L/S1040L04.jpg,ok,189.00,167.40,56.52,10.0
036/R/S1036R06.jpg,ok,168.60,174.60,33.72,51.6
036/L/S1036L10.jpg,ok,148.20,169.80,32.04,71.1
040/L/S1040L05.jpg,ok,192.60,173.40,64.32,9.8
036/R/S1036R05.jpg,ok,162.60,156.60,35.04,63.3
036/R/S1036R03.jpg,ok,142.20,160.20,34.08,69.4
041/L/S1041L02.jpg,ok,150.60,177.00,45.96,11.8
036/R/S1036R07.jpg,ok,144.60,159.00,30.48,65.3
042/L/S1042L02.jpg,ok,156.60,150.60,44.64,11.8
042/L/S1042L01.jpg,ok,162.60,162.60,49.44,11.8
036/R/S1036R04.jpg,ok,132.60,156.60,34.08,77.1
041/L/S1041L03.jpg,ok,168.60,174.60,46.68,17.5
042/L/S1042L03.jpg,ok,144.60,165.00,46.92,9.8
042/L/S1042L04.jpg,ok,174.60,166.20,43.56,9.8
036/R/S1036R09.jpg,ok,123.00,156.60,30.12,6.0
042/L/S1042L05.jpg,ok,150.60,159.00,45.36,10.0
036/R/S1036R08.jpg,ok,126.60,168.60,32.04,79.1
042/L/S1042L07.jpg,ok,168.60,143.40,44.76,10.0
037/R/S1037R01.jpg,ok,145.80,130.20,42.60,77.1
042/R/S1042R01.jpg,ok,148.20,148.20,44.76,9.8
037/R/S1037R02.jpg,ok,142.20,150.60,41.28,79.1
042/R/S1042R04.jpg,ok,151.80,139.80,43.08,8.0
042/R/S1042R06.jpg,ok,150.60,150.60,42.12,12.0
038/L/S1038L01.jpg,ok,148.20,165.00,35.88,79.1
038/L/S1038L02.jpg,ok,189.00,165.00,36.72,81.1
036/L/S1036L03.jpg,ok,150.60,184.20,36.84,132.2
042/R/S1042R08.jpg,ok,155.40,162.60,38.40,7.8
042/R/S1042R10.jpg,ok,155.40,156.60,38.16,9.8
039/L/S1039L03.jpg,ok,142.20,162.60,42.36,76.8
039/L/S1039L02.jpg,ok,172.20,148.20,42.60,82.9
043/L/S1043L04.jpg,ok,168.60,108.60,41.64,10.0
039/L/S1039L01.jpg,ok,168.60,144.60,41.52,84.9
040/L/S1040L02.jpg,ok,187.80,167.40,56.04,80.9
043/L/S1043L01.jpg,ok,150.60,143.40,39.24,9.8
043/L/S1043L05.jpg,ok,173.40,179.40,39.12,11.8
041/L/S1041L04.jpg,ok,144.60,177.00,46.92,13.3
040/L/S1040L03.jpg,ok,190.20,174.60,62.88,82.4
043/L/S1043L08.jpg,ok,154.20,199.80,36.24,11.5
041/L/S1041L01.jpg,ok,165.00,153.00,49.44,76.3
043/L/S1043L09.jpg,ok,129.00,141.00,38.64,9.5
042/L/S1042L09.jpg,ok,153.00,143.40,36.36,58.8
042/L/S1042L06.jpg,ok,150.60,147.00,46.08,70.9
042/R/S1042R02.jpg,ok,167.40,136.20,46.92,60.8
043/R/S1043R08.jpg,ok,175.80,189.00,45.60,10.0
042/L/S1042L10.jpg,ok,162.60,167.40,30.24,68.6
042/R/S1042R03.jpg,ok,155.40,156.60,39.84,64.6
042/R/S1042R05.jpg,ok,147.00,148.20,27.00,7.8
042/R/S1042R09.jpg,ok,162.60,150.60,41.28,52.8
044/L/S1044L01.jpg,ok,161.40,138.60,33.24,7.8
042/R/S1042R07.jpg,ok,149.40,156.60,39.72,58.8
043/L/S1043L02.jpg,ok,150.60,198.60,35.40,57.1
043/L/S1043L03.jpg,ok,137.40,165.00,40.08,59.1
043/L/S1043L06.jpg,ok,168.60,168.60,41.04,49.1
044/L/S1044L06.jpg,ok,171.00,171.00,31.08,8.0
045/L/S1045L01.jpg,ok,154.20,183.00,45.12,11.8
043/L/S1043L07.jpg,ok,166.20,168.60,41.16,52.8
043/L/S1043L10.jpg,ok,195.00,141.00,38.04,47.1
045/L/S1045L03.jpg,ok,156.60,198.60,45.48,9.8
045/L/S1045L04.jpg,ok,119.40,186.60,42.48,8.0
045/L/S1045L05.jpg,ok,154.20,179.40,41.52,8.0
043/R/S1043R03.jpg,ok,169.80,177.00,39.36,47.6
045/L/S1045L09.jpg,ok,119.40,185.40,45.60,9.8
043/R/S1043R02.jpg,ok,178.20,186.60,46.32,53.3
